Date,Company Name,IPO Open,High Stock,Low Stock,IPO Close,Shares Traded,Turnover (Crore),Subcategory,Category
9/16/2024,Walt Disney Co.,1383.36,1025.9,550.5,1112.17,3831,199.74,Nifty MidSmall 40,Small Cap
10/27/2023,McDonald's Corp.,997.89,1500.71,368.26,1178.69,3088,242.76,Nifty 50,Mid Cap
11/2/2024,Allstate Corporation,453.36,1303.73,63.06,1273.24,9363,318.24,Nifty 50,Small Cap
8/20/2023,Medtronic PLC,735.74,1495.05,887.87,1304.06,6574,156.08,Nifty Next 50,Small Cap
3/9/2023,Prudential Financial,1277.54,1614.76,1119.2,750.54,861,433.68,Nifty 100,Small Cap
5/20/2024,Qualcomm Inc.,536.42,965.86,1248.12,630.31,7502,480.97,Nifty MidSmall 40,Large Cap
1/28/2023,Discover Financial,811.89,1112.31,682.45,1138.91,1027,325.5,Nifty 50,Small Cap
9/19/2024,Apple Inc.,1035.52,1974.88,1300.87,875.61,2244,319.6,Nifty MidSmall 40,Small Cap
2/20/2023,Facebook Inc.,1144.07,1940.9,307.3,1449.66,1898,337.1,Nifty Small Cap 50,Large Cap
11/23/2024,Boeing Co.,302.14,917.41,734.7,594.96,7618,97.75,Nifty MidSmall 40,Mid Cap
9/17/2023,Amazon.com Inc.,869.47,1417.58,322.86,112.17,7697,366.45,Nifty MidSmall 40,Small Cap
8/13/2024,United Airlines,1372.69,645.04,287.66,904.49,4347,174.14,Nifty MidSmall 40,Large Cap
9/11/2024,GlaxoSmithKline,1454.12,432.49,1336.14,562.53,550,496.68,Nifty Next 50,Small Cap
8/8/2024,Exxon Mobil Corp.,1001.41,1571.54,1150.3,546.88,9109,376.33,Nifty MidSmall 40,Mid Cap
11/17/2024,Merck & Co.,1476.31,956.93,46.17,868.55,6491,292.3,Nifty 50,Small Cap
7/3/2023,Lyft Inc.,877.57,477.55,397.86,1386.58,9246,456.21,Nifty MidSmall 40,Mid Cap
1/23/2023,General Electric,691.78,1553.87,311.04,437.09,4680,485.05,Nifty 50,Mid Cap
5/9/2023,Travelers Companies,849.8,1843.07,231.57,600.41,6685,409.22,Nifty Next 50,Mid Cap
10/18/2023,Cisco Systems Inc.,217.78,1876.56,985.46,1342.31,3985,378.54,Nifty 100,Small Cap
5/15/2024,AMD,632.49,1253.22,806.57,1348.07,2647,31.27,Nifty Small Cap 50,Large Cap
7/5/2023,Goldman Sachs Group,714.69,1037.34,651.89,390.15,3132,353.3,Nifty Small Cap 50,Large Cap
4/23/2024,Liberty Mutual,1280.51,412.45,289.61,1074.18,3839,168.54,Nifty 100,Large Cap
7/24/2024,Exxon Mobil Corp.,1150.04,1616.66,410.34,652.56,1309,465.03,Nifty MidSmall 40,Large Cap
5/6/2024,Intel Corp.,922.07,1898.85,517.86,1407.2,9120,306.27,Nifty Next 50,Small Cap
5/27/2024,Broadcom Inc.,553.55,1795.5,1106.11,1111.76,4122,185.96,Nifty Small Cap 50,Mid Cap
10/4/2024,Square Inc.,321.2,1540.8,1385.19,766.81,7767,170.15,Nifty Next 50,Mid Cap
3/8/2023,Thermo Fisher Scientific,554.26,158.45,282.05,1235.25,1084,277.86,Nifty 100,Small Cap
4/11/2024,Unilever PLC,1035.72,904.34,497.89,1496.92,9861,246.26,Nifty Next 50,Large Cap
10/12/2023,Square Inc.,431.4,909.82,413.88,698.21,4744,196.05,Nifty 50,Small Cap
8/23/2024,Walt Disney Co.,668.99,1804.58,90.37,591.59,9827,105.02,Nifty Next 50,Small Cap
2/21/2024,Illumina Inc.,610.82,271.45,330.33,930.2,6028,398.44,Nifty MidSmall 40,Large Cap
4/10/2023,Google LLC,1160.11,1132.76,1265.21,1040.47,6454,217.27,Nifty Next 50,Large Cap
7/8/2023,GlaxoSmithKline,1331.49,401.85,1184.72,1071.45,5305,50.35,Nifty 50,Large Cap
1/23/2024,Cisco Systems Inc.,1064.09,1375.24,259.61,736.7,5724,43.62,Nifty MidSmall 40,Mid Cap
8/29/2023,Amgen Inc.,545.32,1615.67,531.64,531.82,6451,119.82,Nifty 100,Small Cap
12/31/2024,AstraZeneca,678.11,1337.62,455.8,1241.79,9277,276.56,Nifty 100,Small Cap
2/21/2024,IBM Corp.,257.86,1619.98,232.4,1439.48,4967,74.84,Nifty 100,Mid Cap
6/25/2023,JPMorgan Chase & Co.,293.74,1273.87,882.43,1302.77,2772,108.29,Nifty Small Cap 50,Large Cap
1/22/2024,Lockheed Martin,288.22,501.2,793.5,1039.41,7871,251.35,Nifty 100,Small Cap
4/15/2024,State Farm,239.35,857.93,614.98,572.22,5977,109.66,Nifty Next 50,Large Cap
8/21/2023,Broadcom Inc.,310.39,1920.21,1202.03,952.6,3006,429.17,Nifty 100,Large Cap
10/24/2024,Tesla Inc.,343.9,683.12,879,196.68,2151,295.41,Nifty Next 50,Mid Cap
3/27/2024,3M Company,212.18,266.3,385.2,824.17,8787,43.83,Nifty MidSmall 40,Mid Cap
10/4/2023,Apple Inc.,978.38,861.94,541.98,1182.76,6622,70.8,Nifty MidSmall 40,Large Cap
8/17/2023,PepsiCo Inc.,1486.08,827.67,235.71,414.04,4551,98.39,Nifty Next 50,Mid Cap
6/20/2023,Cisco Systems Inc.,1324.82,1020.07,840.18,777.22,4663,315.32,Nifty 50,Mid Cap
8/1/2023,American International Group,116.12,1186.56,833.68,156.25,4633,53.72,Nifty MidSmall 40,Small Cap
10/9/2023,Merck & Co.,663.44,1985.98,1222.15,1265.82,4159,22.6,Nifty Next 50,Large Cap
2/10/2023,Twitter Inc.,1296,1549.03,1202.47,557.84,9119,364.5,Nifty 50,Mid Cap
5/2/2023,Citigroup Inc.,245.28,216.4,1176.61,894.2,7808,239.59,Nifty 100,Small Cap
8/15/2023,LinkedIn Corporation,1279.09,1468.52,782.06,598.88,4896,424.55,Nifty MidSmall 40,Large Cap
10/21/2023,Nike Inc.,909.42,1674.83,923.27,916.52,7255,396.64,Nifty Small Cap 50,Large Cap
8/22/2024,Johnson & Johnson,1400.38,1806.92,1092.49,1129.09,4241,137.48,Nifty 50,Small Cap
9/24/2023,Paychex Inc.,1320.26,934.41,155.61,523.88,4804,96.94,Nifty Next 50,Small Cap
6/24/2024,Gilead Sciences,1031.7,730.21,441.82,802.93,4244,258.64,Nifty Next 50,Large Cap
3/26/2024,Nike Inc.,1003.84,1702.75,261.65,1202.57,2267,40.97,Nifty 100,Small Cap
3/24/2024,Berkshire Hathaway,359.09,1588.59,730.71,1047.38,3245,316.8,Nifty 100,Small Cap
3/2/2023,IBM Corp.,219.29,1141.68,1177.61,132.76,9315,7.08,Nifty 100,Small Cap
5/16/2024,Walt Disney Co.,652.32,368.08,346.08,874.7,7374,401.75,Nifty Next 50,Mid Cap
5/27/2023,Square Inc.,320.54,1355.76,1031.34,595.68,9111,445.46,Nifty 100,Small Cap
11/16/2024,NVIDIA Corp.,198.5,271.48,585.98,1077.73,9898,498.1,Nifty 50,Small Cap
11/30/2023,United Airlines,488.37,335.68,1267.21,74.17,5751,172.71,Nifty Small Cap 50,Mid Cap
5/22/2023,Shopify Inc.,1297.71,762.61,888.7,529.37,9984,281.4,Nifty 50,Large Cap
2/13/2023,Airbnb Inc.,74.86,836.67,1367.88,175.41,1462,431.62,Nifty Next 50,Mid Cap
5/24/2023,Snap Inc.,474.32,1004.65,366.57,1384.71,558,231.61,Nifty 50,Large Cap
11/29/2023,Walmart Inc.,664.88,777.41,1295.82,1320.92,4885,165.3,Nifty Small Cap 50,Large Cap
5/11/2024,Honeywell International,790.33,212.51,519.17,1453.73,3801,25.36,Nifty Next 50,Small Cap
1/31/2024,Hilton Worldwide,313.29,441.22,882.1,983.03,7154,197.64,Nifty MidSmall 40,Mid Cap
2/24/2023,Delta Air Lines,1448.12,362.96,269.08,1220.22,3842,40.37,Nifty Next 50,Small Cap
11/3/2023,Johnson & Johnson,889.37,947.69,1070.91,937.21,3227,182.14,Nifty 50,Small Cap
2/27/2024,ServiceNow Inc.,807.06,542.44,1370.2,763.46,2142,172.17,Nifty 50,Large Cap
2/21/2024,Facebook Inc.,62.79,693.06,1108.77,1259.04,339,323.94,Nifty Small Cap 50,Mid Cap
11/3/2024,Ford Motor Co.,754.29,1022.4,873.64,1175.44,5033,183.67,Nifty Next 50,Small Cap
11/21/2023,Citigroup Inc.,1264.62,585.79,644.05,1113.25,4863,192.7,Nifty 100,Large Cap
12/10/2024,Raytheon Technologies,368.48,604.97,502.97,1346.17,3763,143.89,Nifty MidSmall 40,Large Cap
11/1/2024,McDonald's Corp.,559.25,1691.32,604.05,1396.68,9429,304.38,Nifty MidSmall 40,Mid Cap
3/21/2023,AbbVie Inc.,79.83,1163.96,479.75,695.67,7812,195.29,Nifty Small Cap 50,Mid Cap
1/31/2023,AstraZeneca,1466.54,1735,1170.81,460.09,1100,474.35,Nifty 50,Small Cap
4/22/2023,Amazon.com Inc.,146.65,1101.87,1253.56,792.09,1555,446.09,Nifty 100,Small Cap
7/11/2024,Spotify Technology SA,1352.42,1832.14,1331.03,184.95,5721,119.22,Nifty MidSmall 40,Small Cap
12/17/2024,Facebook Inc.,503.83,621.27,603.16,1410.33,9686,202.58,Nifty Next 50,Small Cap
7/17/2024,Google LLC,901.96,1290.84,778.32,1476.59,5794,317.66,Nifty 50,Mid Cap
10/11/2024,Southwest Airlines,1035.01,1080.98,820.35,996.42,9853,9.14,Nifty 100,Mid Cap
4/16/2024,HSBC Holdings PLC,254.2,1849.58,921.99,1131.93,9761,114.48,Nifty Next 50,Small Cap
3/15/2023,AstraZeneca,693.45,924.19,33.37,519.32,4800,143.23,Nifty Next 50,Small Cap
7/6/2024,Lyft Inc.,521.93,1731.42,1184.48,1306.09,4395,201.8,Nifty Small Cap 50,Large Cap
4/23/2024,Raytheon Technologies,132.07,1193.22,397.35,1355.44,7886,444.77,Nifty Next 50,Mid Cap
8/11/2024,Honeywell International,1258.13,1460.8,676.86,161.51,5466,49.07,Nifty 100,Large Cap
1/22/2024,Adobe Inc.,115.49,1790.75,1182.95,240.59,2007,33.85,Nifty 50,Small Cap
11/29/2024,Apple Inc.,997.22,1994.28,1395.69,428.24,3688,332.54,Nifty Next 50,Mid Cap
7/17/2024,Ford Motor Co.,505.41,1502.61,1118.99,1070.33,8083,182.88,Nifty MidSmall 40,Mid Cap
3/8/2024,Coca-Cola Co.,328.59,731.87,64.02,315.88,8756,89.68,Nifty Small Cap 50,Large Cap
2/16/2024,Expedia Group,1017.27,703.17,535.19,369.12,1357,351.2,Nifty 100,Large Cap
4/11/2024,Facebook Inc.,883.08,721.84,368.68,603.7,2307,122.23,Nifty Next 50,Mid Cap
8/21/2024,Tesla Inc.,507.12,331.13,1350.86,936.87,9071,283.25,Nifty Next 50,Mid Cap
9/12/2024,Walmart Inc.,793.79,249.16,391.99,1465.65,7367,204.97,Nifty Next 50,Large Cap
9/5/2023,Unilever PLC,407.04,1224.56,1322.39,1186.65,655,181.25,Nifty MidSmall 40,Large Cap
8/3/2024,Exxon Mobil Corp.,1302.36,1649.59,1314.4,859.54,8260,360.85,Nifty 50,Small Cap
4/30/2023,NVIDIA Corp.,505.04,216.85,1179.99,121.61,6925,307.09,Nifty 100,Mid Cap
3/8/2023,Progressive Corporation,405.47,1198.27,164.36,799.42,3192,257.41,Nifty 50,Large Cap
7/26/2024,Nikon Corporation,1140.16,837.76,32.73,345.92,1373,64.91,Nifty Small Cap 50,Mid Cap
11/23/2023,Gilead Sciences,75.51,1801.1,1117.62,485.1,1312,293.23,Nifty MidSmall 40,Small Cap
12/3/2024,Visa Inc.,438.62,418.97,1185.32,413.75,9085,346.68,Nifty Next 50,Small Cap
4/14/2024,PayPal Holdings Inc.,594.32,1192.35,1348.19,553.8,2819,407.58,Nifty 50,Mid Cap
5/7/2024,SAP SE,1329.25,1946.2,329.18,140.28,6759,150.4,Nifty MidSmall 40,Small Cap
12/1/2024,Hilton Worldwide,1428.14,788.31,1034.41,886.41,1162,132.89,Nifty MidSmall 40,Mid Cap
10/24/2024,SAP SE,1088.89,1522.29,741.12,116.34,7263,374.64,Nifty 100,Large Cap
10/13/2023,Zoom Video Communications,764.17,1782.53,480.02,1007.85,800,234.26,Nifty MidSmall 40,Small Cap
8/30/2024,Gilead Sciences,978.9,494.49,860.62,1109.66,6589,203.52,Nifty Next 50,Mid Cap
11/8/2023,Google LLC,650.3,1986.18,781.03,754.79,8594,81.15,Nifty 50,Large Cap
11/5/2023,ServiceNow Inc.,483.3,1647.37,430.44,1182.82,5349,217.64,Nifty 50,Mid Cap
4/7/2023,Spotify Technology SA,1428.5,404.49,397.79,1452.72,6711,363.34,Nifty 100,Large Cap
4/23/2023,Square Inc.,217.32,725.14,696.61,543.08,7077,225.83,Nifty 50,Small Cap
9/28/2024,Unilever PLC,552.27,1306.19,679.43,947.42,8467,436.49,Nifty 50,Large Cap
3/31/2024,Exxon Mobil Corp.,1353.68,1787.1,443.81,519.41,6437,3.1,Nifty 50,Small Cap
4/7/2024,Caterpillar Inc.,1098.56,510.45,391.31,692.91,3091,90.8,Nifty MidSmall 40,Small Cap
5/12/2023,Shopify Inc.,92.2,1502.73,1337.4,80.2,3957,307.69,Nifty 100,Mid Cap
5/1/2023,Facebook Inc.,83.49,650.7,1211.45,157.81,9494,336.32,Nifty 100,Small Cap
7/16/2023,Broadcom Inc.,798.94,1640.02,1148.99,1206.42,5971,138.58,Nifty Next 50,Small Cap
4/26/2024,Costco Wholesale Corp.,752.17,1414.37,323.57,252.87,2791,471,Nifty 50,Mid Cap
9/25/2024,Airbnb Inc.,692.34,1117.38,289.33,1063.77,4276,165.99,Nifty 100,Large Cap
2/8/2023,Square Inc.,488.4,1352.25,1138.78,1077.86,4602,206.18,Nifty 50,Large Cap
7/19/2024,United Airlines,1480.63,1771.42,283,1494.53,1304,488.21,Nifty 100,Small Cap
5/26/2024,McDonald's Corp.,444.38,864.89,719.84,1058.61,1392,240.12,Nifty Small Cap 50,Mid Cap
4/18/2024,Caterpillar Inc.,760.56,1573.11,333.35,236.68,1693,306.82,Nifty Next 50,Large Cap
6/10/2023,GlaxoSmithKline,637.09,443.98,547.96,958.49,2338,270.55,Nifty 50,Mid Cap
10/16/2023,Square Inc.,296.86,1447.19,1199.23,810.01,653,89.58,Nifty MidSmall 40,Small Cap
7/19/2023,Twitter Inc.,343.8,1538.72,1251.24,1380.22,6599,495.76,Nifty Small Cap 50,Large Cap
6/11/2024,UnitedHealth Group,1381.54,969.55,1395.45,1050.72,4033,30.48,Nifty Small Cap 50,Small Cap
11/15/2024,Costco Wholesale Corp.,1294.51,1618.2,1323.15,801.79,3273,491.76,Nifty MidSmall 40,Large Cap
5/17/2024,Twitter Inc.,338.61,1180.64,949.61,955.11,7219,234.53,Nifty Small Cap 50,Large Cap
9/5/2023,Microsoft Corp.,1319.71,1882.11,621.46,693.02,8964,95.61,Nifty 100,Small Cap
1/18/2024,Abbott Laboratories,353.32,358.06,109.04,787.19,2514,84.3,Nifty Small Cap 50,Mid Cap
8/6/2023,Twilio Inc.,958.49,392.02,863.19,1097.4,5931,328.13,Nifty 100,Large Cap
3/28/2023,Adobe Inc.,167.86,1708.49,318.63,163.6,5604,355.69,Nifty 100,Mid Cap
3/23/2023,GlaxoSmithKline,1326.54,1708.37,1194.69,942.24,1789,449.45,Nifty Next 50,Mid Cap
3/3/2023,Expedia Group,124.68,1021.77,781.99,177.92,8243,119.02,Nifty Small Cap 50,Mid Cap
5/14/2024,Walmart Inc.,854.67,1933.33,1034.9,1289.86,4052,217.17,Nifty Next 50,Large Cap
2/11/2023,Farmers Insurance,1180.58,1406.87,952.69,1416.57,6282,485.62,Nifty Small Cap 50,Small Cap
1/12/2023,Bristol-Myers Squibb,219.41,1968.28,505.84,1181.29,9627,214.57,Nifty Small Cap 50,Large Cap
10/4/2024,Zoom Video Communications,636.5,1134.93,1069.95,1091.15,1233,230.33,Nifty Next 50,Large Cap
4/25/2023,Travelers Companies,110.83,522.98,1185.42,1418.43,4381,144.98,Nifty Next 50,Large Cap
8/6/2023,Broadcom Inc.,1039.99,972.13,1049.46,366.87,6202,435.6,Nifty MidSmall 40,Mid Cap
10/10/2024,Spotify Technology SA,495.8,1963.9,1094.23,381.81,1444,183.45,Nifty 50,Mid Cap
4/16/2023,Coca-Cola Co.,861.12,835.27,523.22,747.47,2080,318.13,Nifty 50,Mid Cap
11/21/2024,United Airlines,1402.46,1920.48,1322.85,60.82,8352,92.12,Nifty MidSmall 40,Mid Cap
6/11/2024,Abbott Laboratories,493.49,1624.49,611.66,1449.35,8140,308.26,Nifty 50,Large Cap
4/16/2024,Unilever PLC,120.51,967.9,1258.96,96.77,3513,467.05,Nifty 100,Small Cap
1/22/2024,AbbVie Inc.,1029.66,1152.46,1205.2,914.36,1991,388.64,Nifty 50,Large Cap
8/14/2023,Visa Inc.,1190.92,1273.76,200.33,563.26,5348,34.78,Nifty Next 50,Large Cap
4/25/2024,Nike Inc.,1438.91,1381.67,1353.79,199.3,9891,317.35,Nifty 50,Small Cap
2/12/2024,Unilever PLC,278.81,291.89,1394.99,85.69,7842,279.78,Nifty Small Cap 50,Large Cap
4/1/2024,American International Group,618.6,1877.14,860.42,430.51,3456,169.95,Nifty 100,Mid Cap
10/14/2024,Microsoft Corp.,1274,1254.45,1102.86,204.69,2038,421.51,Nifty Next 50,Small Cap
12/11/2024,Cisco Systems Inc.,1219.96,1872.63,1309.15,1413.48,7822,396.06,Nifty 100,Large Cap
9/15/2024,Twilio Inc.,955.95,1319.01,57.43,404.9,9897,324.65,Nifty 100,Small Cap
9/30/2024,Broadcom Inc.,440.58,947.38,1304.09,186.49,7523,372.35,Nifty 50,Small Cap
1/21/2023,Paychex Inc.,461.85,1198.82,889.49,1166.04,5242,97.39,Nifty MidSmall 40,Large Cap
10/20/2024,Qualcomm Inc.,229.8,1684.58,1164.99,650.67,868,460.26,Nifty MidSmall 40,Small Cap
8/23/2024,Expedia Group,1386.69,753.33,770.79,1273.32,1184,334.35,Nifty Next 50,Mid Cap
7/22/2023,Medtronic PLC,300.75,1919.45,756.85,1265.72,8498,234.44,Nifty 50,Small Cap
2/21/2024,Illumina Inc.,880.69,1012.02,1259.6,1488.95,4988,97.36,Nifty Small Cap 50,Large Cap
2/20/2024,Qualcomm Inc.,897.31,1919.04,725.24,1215.55,7399,341.7,Nifty Small Cap 50,Mid Cap
3/23/2024,Cigna Corporation,585.93,1779.4,676.35,360.52,5072,49.26,Nifty Small Cap 50,Small Cap
5/26/2024,3M Company,561.15,1570.17,863.22,900.35,858,160.55,Nifty 50,Small Cap
3/26/2023,Apple Inc.,1019.45,1014.76,740.44,813.06,5357,287.32,Nifty MidSmall 40,Mid Cap
6/16/2023,Anthem Inc.,613.03,1235.85,641.41,786.87,6565,323.4,Nifty 100,Small Cap
1/19/2024,Citigroup Inc.,419.92,1700.35,277.32,480.37,7152,9.65,Nifty 100,Mid Cap
4/12/2024,AT&T Inc.,628.74,1156.5,574.44,354.7,1726,5.4,Nifty MidSmall 40,Large Cap
3/13/2023,Lyft Inc.,1221.11,1515.65,416.4,1089.5,5196,56.62,Nifty MidSmall 40,Mid Cap
6/4/2024,JPMorgan Chase & Co.,1451.39,1612.72,578.64,197.55,225,384.4,Nifty 100,Mid Cap
4/17/2024,Apple Inc.,972.13,1099.23,842.63,121.94,7508,283.98,Nifty 100,Small Cap
9/15/2023,Caterpillar Inc.,1184.05,1142.06,864.13,602.8,6381,304.6,Nifty Small Cap 50,Large Cap
10/2/2023,Liberty Mutual,822.6,515.99,356.97,1128.69,3417,302.11,Nifty 100,Small Cap
1/20/2023,Google LLC,955.99,602.77,145.74,1309.37,5457,19.37,Nifty 50,Large Cap
5/4/2024,Morgan Stanley,1482.73,1824.14,1049.88,833.18,5522,86.97,Nifty 100,Mid Cap
5/4/2024,GlaxoSmithKline,685.71,1704.61,754.14,1267.9,2668,364.21,Nifty 100,Mid Cap
11/22/2023,Cisco Systems Inc.,146.07,168.73,635.68,86.67,1169,323.21,Nifty Small Cap 50,Large Cap
6/12/2024,Anthem Inc.,1437.66,1758.37,207.55,710.29,3295,223.2,Nifty Small Cap 50,Mid Cap
3/30/2023,Berkshire Hathaway,1199.94,196.68,598.09,243.41,7335,11.18,Nifty MidSmall 40,Large Cap
4/30/2024,HSBC Holdings PLC,627.55,997.82,1150.9,894.94,5543,209.01,Nifty 100,Small Cap
12/8/2024,L’Oréal,1474.47,274.75,826.57,1385.43,743,124.73,Nifty MidSmall 40,Mid Cap
12/16/2023,United Airlines,551.03,1942.32,154.64,60.43,7628,348.94,Nifty 100,Small Cap
3/25/2023,Farmers Insurance,589.57,1948.79,485.22,1018.92,848,412.51,Nifty Small Cap 50,Small Cap
1/22/2024,Johnson & Johnson,934.11,1280.11,1372.33,1198.91,3896,252.4,Nifty Next 50,Small Cap
3/28/2023,Allstate Corporation,447.8,875.58,775.98,1129.5,5100,202.36,Nifty 100,Large Cap
11/3/2023,Goldman Sachs Group,1062.93,1097.19,422.36,78.67,1873,137.25,Nifty MidSmall 40,Mid Cap
6/3/2023,Progressive Corporation,271.63,1560.25,1281.42,302.13,7677,47.21,Nifty Next 50,Small Cap
3/15/2024,GlaxoSmithKline,206.64,562.91,490.32,186.88,5019,186.5,Nifty 50,Small Cap
9/21/2023,Medtronic PLC,825.57,967.19,1029.97,173.91,9364,339.34,Nifty 100,Large Cap
2/25/2024,Mastercard Inc.,855.47,1513.95,231.69,1108.77,2848,333.37,Nifty Small Cap 50,Large Cap
5/7/2024,SAP SE,204.65,881.48,244.4,665.94,620,206.98,Nifty Next 50,Mid Cap
9/24/2024,Apple Inc.,1448.06,209.19,799,1100.99,4589,483.02,Nifty MidSmall 40,Small Cap
2/15/2024,Booking Holdings,881.27,1088.68,358.56,573.09,4291,470.1,Nifty Next 50,Small Cap
6/22/2023,Anthem Inc.,269,1514.21,97.58,219.72,8376,437.95,Nifty Small Cap 50,Large Cap
1/4/2023,Zoom Video Communications,501.59,1957.11,1299.26,1091.76,1159,218.46,Nifty 50,Mid Cap
10/1/2024,American Express Co.,1210.34,218.54,106.71,957.78,515,373.52,Nifty Small Cap 50,Small Cap
4/16/2024,Cigna Corporation,808.69,1148.85,1012.89,213.82,6187,464.57,Nifty Small Cap 50,Large Cap
4/20/2023,GlaxoSmithKline,322.82,982.39,486.19,1390.33,4416,369.08,Nifty 100,Mid Cap
2/6/2023,Anthem Inc.,199.13,598.53,1308.9,497.94,4001,158.56,Nifty 50,Mid Cap
8/5/2024,Illumina Inc.,674.62,1329.86,1380.89,999.36,1442,34.94,Nifty 50,Mid Cap
1/31/2023,Walt Disney Co.,539.25,452.7,489.54,96.37,2592,479.05,Nifty 50,Small Cap
1/16/2024,Merck & Co.,1001.08,675.15,839.82,692.41,4514,496.22,Nifty 100,Mid Cap
9/25/2023,Google LLC,1391.61,1596.25,1088.99,1448.33,4711,347.13,Nifty Next 50,Mid Cap
1/11/2023,Costco Wholesale Corp.,409.21,1001.76,199.07,1335.44,1179,158.36,Nifty MidSmall 40,Mid Cap
12/10/2023,Anthem Inc.,1290.09,1988.29,1001.96,370.95,8861,432.65,Nifty MidSmall 40,Small Cap
6/27/2024,Raytheon Technologies,1384.67,864.95,1271.49,1324.74,4957,476.77,Nifty Next 50,Large Cap
7/22/2024,ServiceNow Inc.,1357.9,1007.03,274.55,474.95,8600,253.72,Nifty Small Cap 50,Large Cap
6/15/2023,Square Inc.,1430.51,705.48,1179.03,1285.74,4213,156.51,Nifty Next 50,Large Cap
11/30/2024,Zoom Video Communications,1271.06,587.14,188.38,1107.38,2972,203.77,Nifty 50,Mid Cap
12/8/2023,Bristol-Myers Squibb,910.55,1856.22,808.57,560.48,9481,37.85,Nifty MidSmall 40,Mid Cap
4/26/2024,Cigna Corporation,644.28,1535.33,494.93,1370.65,5047,283.27,Nifty MidSmall 40,Small Cap
1/19/2023,HSBC Holdings PLC,762.95,766.79,676.25,753.65,8445,190.05,Nifty 100,Mid Cap
9/19/2024,PepsiCo Inc.,1315.29,1445.29,441.87,510.66,8401,442.39,Nifty MidSmall 40,Large Cap
7/3/2023,American Express Co.,487.03,1936.7,386.94,455.54,8629,138.5,Nifty Next 50,Large Cap
6/28/2024,Exxon Mobil Corp.,280.93,286.99,1048.1,1411.65,6160,5.18,Nifty Next 50,Large Cap
1/10/2023,Travelers Companies,254.19,639.33,335.67,1149.94,606,368.84,Nifty Next 50,Mid Cap
8/14/2024,Ford Motor Co.,1249.14,521.07,589.53,557.35,3165,4.7,Nifty Next 50,Mid Cap
7/11/2023,Expedia Group,1154.15,1759.1,406.14,418.54,8263,273.44,Nifty 50,Small Cap
11/16/2023,American Express Co.,771.59,481.5,356.93,356.84,3317,91.45,Nifty Small Cap 50,Small Cap
12/2/2024,Nike Inc.,448.56,719.94,889.12,404.51,4994,305.63,Nifty MidSmall 40,Large Cap
8/2/2024,Coca-Cola Co.,1032.54,1156.14,92.24,210.92,1088,99.74,Nifty 100,Large Cap
4/19/2024,L’Oréal,105.73,1299.02,1110.79,752.87,5468,251.44,Nifty 100,Mid Cap
9/28/2024,Discover Financial,873.93,1645.14,778.34,109.55,7844,168.2,Nifty MidSmall 40,Large Cap
3/2/2024,Abbott Laboratories,627.72,903.55,1164.96,66.7,8776,92.09,Nifty Small Cap 50,Small Cap
2/28/2023,American Airlines Group,1467.9,1138.35,321.83,946.21,273,303.63,Nifty Small Cap 50,Small Cap
3/11/2024,Illumina Inc.,785.96,1936.1,1001.89,178.3,9673,42.03,Nifty 100,Large Cap
4/7/2023,Expedia Group,850.79,700.12,606.2,1275.55,7155,470.63,Nifty Next 50,Large Cap
5/10/2024,Nike Inc.,1082.93,608.97,135.22,204.76,1562,389.29,Nifty Next 50,Large Cap
10/22/2024,Merck & Co.,752.58,1464.61,1060.89,836.87,9345,458.02,Nifty 50,Large Cap
10/5/2023,Apple Inc.,375.62,1576.6,1074.2,1029.48,7744,22.19,Nifty 50,Large Cap
9/22/2023,Twilio Inc.,829.05,917.34,401.16,382.28,884,2.07,Nifty Next 50,Large Cap
1/9/2023,Shopify Inc.,1419.19,544.01,1284.98,1337.98,5757,179.61,Nifty 100,Small Cap
4/1/2024,United Airlines,644.37,1591.01,1076.64,748.01,5337,308.72,Nifty Small Cap 50,Small Cap
9/30/2023,Liberty Mutual,1035.48,1390.41,450.26,507.21,5576,122.95,Nifty Next 50,Small Cap
1/8/2023,United Airlines,1468.15,1771.02,357.58,1356.64,8539,275.11,Nifty Small Cap 50,Small Cap
7/27/2023,Qualcomm Inc.,1253.39,1712,632.92,1294.59,1730,303.39,Nifty MidSmall 40,Large Cap
9/28/2024,GlaxoSmithKline,1005.6,529.61,431.12,1078.96,825,76.66,Nifty 50,Small Cap
5/3/2023,Twitter Inc.,1117.19,1689.83,327.32,471.2,7249,384.67,Nifty Small Cap 50,Mid Cap
2/2/2023,Biogen Inc.,1407.9,474.07,576.77,615.8,7398,468.24,Nifty 100,Small Cap
5/27/2024,AbbVie Inc.,1441.64,1747.85,65.21,1050.11,3583,320.42,Nifty 50,Small Cap
7/23/2023,United Airlines,1455,1575.09,579.93,318.66,2791,473.98,Nifty 50,Mid Cap
6/1/2024,Prudential Financial,957.18,1204.24,333.68,767.91,7179,123.82,Nifty Small Cap 50,Small Cap
5/31/2024,L’Oréal,607.83,1338.11,392.14,1119.7,4252,19.22,Nifty Next 50,Large Cap
3/18/2024,Walt Disney Co.,243.07,342.55,143.1,1003.68,4626,124.47,Nifty Next 50,Small Cap
8/14/2024,AT&T Inc.,609.04,223.79,836.84,1093.9,2611,324.41,Nifty Next 50,Small Cap
11/19/2024,Exxon Mobil Corp.,1417.29,761.7,676.65,1343.28,4357,299.22,Nifty Next 50,Large Cap
